"DATE","TIME","OFFSET","Trend [CO]","Trend [CH4]","Trend [H2]","Trend [CO2]","Trend [O2]","Trend [Ar]",
,,,,,,,,
2021/12/21, 18:43:29.273,0.000,3.86E-09,2.27E-08,4.9E-10,1.96E-09,4.58E-07,2.01E-06
2021/12/21, 18:43:30.849,1.576,3.9E-09,2.28E-08,4.9E-10,2.02E-09,4.6E-07,2.01E-06
2021/12/21, 18:43:32.440,3.167,4.01E-09,2.29E-08,3.31E-10,2.04E-09,4.63E-07,2.03E-06
2021/12/21, 18:43:34.031,4.758,3.98E-09,2.29E-08,3.38E-10,1.99E-09,4.61E-07,2.02E-06
2021/12/21, 18:43:35.622,6.349,4.03E-09,2.3E-08,3.42E-10,1.9E-09,4.61E-07,2.03E-06
2021/12/21, 18:43:37.198,7.925,4.05E-09,2.31E-08,3.58E-10,2E-09,4.67E-07,2.03E-06
2021/12/21, 18:43:38.789,9.516,3.92E-09,2.3E-08,3.66E-10,1.92E-09,4.66E-07,2.05E-06
2021/12/21, 18:43:40.365,11.092,3.93E-09,2.31E-08,3.85E-10,2E-09,4.65E-07,2.05E-06
2021/12/21, 18:43:41.956,12.683,3.97E-09,2.32E-08,4.37E-10,2.01E-09,4.68E-07,2.05E-06
2021/12/21, 18:43:43.547,14.274,4.03E-09,2.33E-08,3.48E-10,1.91E-09,4.68E-07,2.05E-06
2021/12/21, 18:43:45.154,15.881,3.97E-09,2.32E-08,3.61E-10,1.89E-09,4.71E-07,2.06E-06
2021/12/21, 18:43:46.745,17.472,3.93E-09,2.31E-08,3.39E-10,1.92E-09,4.69E-07,2.04E-06
2021/12/21, 18:43:48.321,19.048,3.95E-09,2.3E-08,4.14E-10,1.94E-09,4.65E-07,2.04E-06
2021/12/21, 18:43:49.912,20.639,3.92E-09,2.31E-08,3.8E-10,1.96E-09,4.63E-07,2.04E-06
2021/12/21, 18:43:51.503,22.230,3.95E-09,2.3E-08,3.05E-10,2.02E-09,4.66E-07,2.03E-06
2021/12/21, 18:43:53.079,23.806,3.92E-09,2.3E-08,3.11E-10,2.02E-09,4.63E-07,2.03E-06
2021/12/21, 18:43:54.654,25.381,3.83E-09,2.3E-08,3.71E-10,1.96E-09,4.61E-07,2.03E-06
2021/12/21, 18:43:56.245,26.972,3.8E-09,2.31E-08,4.3E-10,1.87E-09,4.62E-07,2.03E-06
2021/12/21, 18:43:57.821,28.548,3.93E-09,2.31E-08,4.31E-10,2.02E-09,4.64E-07,2.02E-06
2021/12/21, 18:43:59.397,30.124,3.84E-09,2.31E-08,3.6E-10,1.91E-09,4.64E-07,2.02E-06
2021/12/21, 18:44:00.988,31.715,3.83E-09,2.31E-08,4.68E-10,1.92E-09,4.62E-07,2.02E-06
2021/12/21, 18:44:02.579,33.306,3.9E-09,2.31E-08,4.79E-10,1.91E-09,4.66E-07,2.01E-06
2021/12/21, 18:44:04.155,34.882,3.94E-09,2.32E-08,4.7E-10,1.91E-09,4.65E-07,2.03E-06
2021/12/21, 18:44:05.746,36.473,3.9E-09,2.3E-08,4.8E-10,2E-09,4.65E-07,2.03E-06
2021/12/21, 18:44:07.337,38.064,3.94E-09,2.3E-08,4.99E-10,1.95E-09,4.68E-07,2.05E-06
2021/12/21, 18:44:08.913,39.640,3.93E-09,2.31E-08,4.65E-10,1.93E-09,4.71E-07,2.04E-06
2021/12/21, 18:44:10.504,41.231,3.91E-09,2.3E-08,5.78E-10,1.93E-09,4.7E-07,2.05E-06
2021/12/21, 18:44:12.095,42.822,3.88E-09,2.31E-08,5.91E-10,1.91E-09,4.72E-07,2.05E-06
2021/12/21, 18:44:13.671,44.398,3.86E-09,2.31E-08,5.69E-10,1.91E-09,4.73E-07,2.05E-06
2021/12/21, 18:44:15.262,45.989,3.91E-09,2.3E-08,5.01E-10,1.92E-09,4.71E-07,2.05E-06
2021/12/21, 18:44:16.853,47.580,3.84E-09,2.3E-08,5.24E-10,1.98E-09,4.71E-07,2.05E-06
2021/12/21, 18:44:18.429,49.156,3.81E-09,2.29E-08,5.5E-10,1.97E-09,4.68E-07,2.02E-06
2021/12/21, 18:44:20.020,50.747,3.6E-09,2.25E-08,5.77E-10,1.89E-09,4.54E-07,1.97E-06
2021/12/21, 18:44:21.611,52.338,3.63E-09,2.22E-08,5.33E-10,1.92E-09,4.46E-07,1.96E-06
2021/12/21, 18:44:23.187,53.914,3.64E-09,2.22E-08,5.83E-10,1.93E-09,4.46E-07,1.96E-06
2021/12/21, 18:44:24.778,55.505,3.65E-09,2.22E-08,4.36E-10,1.99E-09,4.48E-07,1.95E-06
2021/12/21, 18:44:26.369,57.096,3.62E-09,2.15E-08,4.77E-10,4.75E-09,4.06E-07,2.08E-06
2021/12/21, 18:44:27.945,58.672,5.89E-09,1.5E-08,5.55E-10,8.05E-08,2.4E-07,2.47E-06
2021/12/21, 18:44:29.536,60.263,2.02E-08,1.75E-08,3.93E-10,2.14E-07,2.21E-07,2.27E-06
2021/12/21, 18:44:31.111,61.838,2.28E-08,2.44E-08,4.27E-10,1.65E-07,3.2E-07,2.05E-06
2021/12/21, 18:44:32.687,63.414,1.54E-08,2.5E-08,3.72E-10,1.1E-07,3.77E-07,1.98E-06
2021/12/21, 18:44:34.263,64.990,1.11E-08,2.46E-08,3.59E-10,7.74E-08,4.06E-07,1.96E-06
2021/12/21, 18:44:35.854,66.581,8.91E-09,2.41E-08,4.67E-10,5.74E-08,4.23E-07,1.96E-06
2021/12/21, 18:44:37.445,68.172,7.49E-09,2.38E-08,4.35E-10,4.36E-08,4.32E-07,1.96E-06
2021/12/21, 18:44:39.021,69.748,6.51E-09,2.35E-08,4.34E-10,3.39E-08,4.35E-07,1.96E-06
2021/12/21, 18:44:40.612,71.339,5.85E-09,2.31E-08,4.47E-10,2.68E-08,4.42E-07,1.97E-06
2021/12/21, 18:44:42.187,72.914,5.43E-09,2.31E-08,4.68E-10,2.15E-08,4.45E-07,1.98E-06
2021/12/21, 18:44:43.763,74.490,5E-09,2.3E-08,5.51E-10,1.75E-08,4.46E-07,1.96E-06
2021/12/21, 18:44:45.339,76.066,4.81E-09,2.28E-08,5.2E-10,1.45E-08,4.48E-07,1.96E-06
2021/12/21, 18:44:46.930,77.657,4.55E-09,2.27E-08,4.76E-10,1.21E-08,4.49E-07,1.97E-06
2021/12/21, 18:44:48.537,79.264,4.36E-09,2.26E-08,5.26E-10,1.03E-08,4.48E-07,1.96E-06
2021/12/21, 18:44:50.128,80.855,4.21E-09,2.25E-08,5.08E-10,9.06E-09,4.48E-07,1.96E-06
2021/12/21, 18:44:51.719,82.446,4.18E-09,2.25E-08,5.27E-10,8.07E-09,4.48E-07,1.95E-06
2021/12/21, 18:44:53.295,84.022,4.08E-09,2.23E-08,5.52E-10,7.26E-09,4.44E-07,1.95E-06
2021/12/21, 18:44:54.886,85.613,3.95E-09,2.23E-08,5.35E-10,6.5E-09,4.45E-07,1.95E-06
2021/12/21, 18:44:56.462,87.189,3.89E-09,2.23E-08,5.84E-10,6.01E-09,4.48E-07,1.95E-06
2021/12/21, 18:44:58.053,88.780,4.02E-09,2.23E-08,5.08E-10,5.66E-09,4.47E-07,1.94E-06
2021/12/21, 18:44:59.644,90.371,3.95E-09,2.23E-08,4.12E-10,5.26E-09,4.44E-07,1.95E-06
2021/12/21, 18:45:01.220,91.947,3.95E-09,2.23E-08,4.51E-10,4.85E-09,4.45E-07,1.95E-06
2021/12/21, 18:45:02.811,93.538,3.9E-09,2.23E-08,4.85E-10,4.73E-09,4.48E-07,1.95E-06
2021/12/21, 18:45:04.402,95.129,3.78E-09,2.23E-08,4.15E-10,4.42E-09,4.47E-07,1.95E-06
2021/12/21, 18:45:05.993,96.720,3.76E-09,2.24E-08,4.09E-10,4.24E-09,4.5E-07,1.96E-06
