"DATE","TIME","OFFSET","Trend [CO]","Trend [CH4]","Trend [H2]","Trend [CO2]","Trend [O2]","Trend [Ar]",
,,,,,,,,
2021/12/21, 18:00:19.700,0.000,3.02E-09,5.18E-10,8.35E-10,1.04E-09,1.07E-09,2.97E-06
2021/12/21, 18:00:21.291,1.591,3.05E-09,5.9E-10,6.48E-10,9.93E-10,1.09E-09,3.04E-06
2021/12/21, 18:00:22.867,3.167,3.02E-09,6.26E-10,6.41E-10,9.72E-10,1.02E-09,3.1E-06
2021/12/21, 18:00:24.458,4.758,3.02E-09,6.15E-10,5.94E-10,9.61E-10,1E-09,3.05E-06
2021/12/21, 18:00:26.034,6.334,2.98E-09,6.1E-10,6.28E-10,1.04E-09,9.61E-10,3.01E-06
2021/12/21, 18:00:27.609,7.909,2.99E-09,7.08E-10,7.03E-10,9.67E-10,9.27E-10,3.06E-06
2021/12/21, 18:00:29.201,9.501,2.98E-09,6.42E-10,7.11E-10,9.73E-10,9.24E-10,3.04E-06
2021/12/21, 18:00:30.776,11.076,3.16E-09,6.52E-10,7.16E-10,9.76E-10,9.66E-10,3.1E-06
2021/12/21, 18:00:32.352,12.652,3.12E-09,5.71E-10,8.19E-10,9.49E-10,1.03E-09,3.01E-06
2021/12/21, 18:00:33.943,14.243,3.11E-09,5.59E-10,7.4E-10,9.93E-10,1.05E-09,3.06E-06
2021/12/21, 18:00:35.534,15.834,3.11E-09,4.38E-10,7.16E-10,9.86E-10,1.11E-09,3.06E-06
2021/12/21, 18:00:37.125,17.425,3.05E-09,5.5E-10,5.88E-10,9.82E-10,1.06E-09,3.04E-06
2021/12/21, 18:00:38.717,19.017,3.07E-09,5.77E-10,6.4E-10,1.07E-09,1.08E-09,3.03E-06
2021/12/21, 18:00:40.292,20.592,3.05E-09,5.62E-10,6.08E-10,9.8E-10,9.85E-10,3.07E-06
2021/12/21, 18:00:41.868,22.168,3.05E-09,5.98E-10,7.07E-10,9.94E-10,9.24E-10,3.01E-06
2021/12/21, 18:00:43.443,23.743,3.02E-09,6.16E-10,7.42E-10,9.58E-10,9.81E-10,3.06E-06
2021/12/21, 18:00:45.035,25.335,3.15E-09,5.38E-10,7.45E-10,1.01E-09,9.8E-10,3.12E-06
2021/12/21, 18:00:46.641,26.941,3.17E-09,4.71E-10,7.61E-10,1.02E-09,1.09E-09,3.06E-06
2021/12/21, 18:00:48.217,28.517,3.04E-09,5.38E-10,8.13E-10,9.3E-10,1.04E-09,3.06E-06
2021/12/21, 18:00:49.793,30.093,3.12E-09,5.28E-10,7.66E-10,9.54E-10,1.02E-09,3.02E-06
2021/12/21, 18:00:51.384,31.684,3.06E-09,5.95E-10,7E-10,9.81E-10,1.02E-09,3.05E-06
2021/12/21, 18:00:52.959,33.259,3.03E-09,5.86E-10,6.67E-10,9.51E-10,9.54E-10,3.04E-06
2021/12/21, 18:00:54.551,34.851,3.01E-09,6.53E-10,6.64E-10,9.51E-10,9.38E-10,3.11E-06
2021/12/21, 18:00:56.126,36.426,3.02E-09,6.29E-10,6.63E-10,9.22E-10,9.01E-10,3.02E-06
2021/12/21, 18:00:57.717,38.017,3.03E-09,6.17E-10,7.06E-10,1.04E-09,8.68E-10,3.05E-06
2021/12/21, 18:00:59.309,39.609,3.2E-09,5.1E-10,7.99E-10,9.65E-10,1.04E-09,3.04E-06
2021/12/21, 18:01:00.884,41.184,3.2E-09,5.57E-10,7.6E-10,1.03E-09,1.01E-09,3.04E-06
2021/12/21, 18:01:02.475,42.775,3.17E-09,5.09E-10,8.55E-10,9.32E-10,9.8E-10,3.11E-06
2021/12/21, 18:01:04.067,44.367,3.12E-09,5.28E-10,8.74E-10,9.84E-10,9.94E-10,3.04E-06
2021/12/21, 18:01:05.642,45.942,3.07E-09,5.09E-10,8.83E-10,9.67E-10,1.03E-09,3.03E-06
