"DATE","TIME","OFFSET","Trend [CO]","Trend [CH4]","Trend [H2]","Trend [CO2]","Trend [O2]","Trend [Ar]",
,,,,,,,,
2021/12/21, 18:35:05.095,0.000,4.06E-09,2.42E-08,4.03E-10,2.07E-09,4.97E-07,2.11E-06
2021/12/21, 18:35:06.670,1.575,4.06E-09,2.43E-08,3.31E-10,2.03E-09,4.99E-07,2.13E-06
2021/12/21, 18:35:08.261,3.166,4.1E-09,2.45E-08,4.25E-10,2.15E-09,5E-07,2.12E-06
2021/12/21, 18:35:09.837,4.742,4.18E-09,2.45E-08,4E-10,2.04E-09,5.01E-07,2.12E-06
2021/12/21, 18:35:11.413,6.318,4.02E-09,2.44E-08,3.73E-10,2.01E-09,5.03E-07,2.13E-06
2021/12/21, 18:35:12.988,7.893,3.98E-09,2.45E-08,4.74E-10,2.01E-09,5.03E-07,2.12E-06
2021/12/21, 18:35:14.579,9.484,4.04E-09,2.42E-08,5.11E-10,2.03E-09,5.01E-07,2.12E-06
2021/12/21, 18:35:16.171,11.076,3.99E-09,2.43E-08,4.71E-10,2.04E-09,5.01E-07,2.12E-06
2021/12/21, 18:35:17.746,12.651,4.1E-09,2.42E-08,5.96E-10,2.06E-09,4.97E-07,2.12E-06
2021/12/21, 18:35:19.337,14.242,3.98E-09,2.42E-08,5.14E-10,1.99E-09,5E-07,2.11E-06
2021/12/21, 18:35:20.913,15.818,3.93E-09,2.42E-08,4.87E-10,1.99E-09,4.96E-07,2.1E-06
2021/12/21, 18:35:22.504,17.409,4.04E-09,2.42E-08,3.44E-10,2.06E-09,4.97E-07,2.1E-06
2021/12/21, 18:35:24.080,18.985,4.09E-09,2.42E-08,3.59E-10,2.11E-09,4.94E-07,2.09E-06
2021/12/21, 18:35:25.656,20.561,3.95E-09,2.42E-08,4.24E-10,1.93E-09,4.93E-07,2.1E-06
2021/12/21, 18:35:27.247,22.152,3.99E-09,2.42E-08,4.86E-10,1.93E-09,4.96E-07,2.09E-06
2021/12/21, 18:35:28.838,23.743,3.97E-09,2.43E-08,4.73E-10,1.97E-09,4.97E-07,2.09E-06
2021/12/21, 18:35:30.414,25.319,3.98E-09,2.43E-08,5.1E-10,1.86E-09,4.97E-07,2.1E-06
2021/12/21, 18:35:31.989,26.894,3.99E-09,2.42E-08,4.57E-10,2.01E-09,4.96E-07,2.1E-06
2021/12/21, 18:35:33.565,28.470,3.97E-09,2.41E-08,6.03E-10,1.91E-09,4.97E-07,2.11E-06
2021/12/21, 18:35:35.140,30.045,4.14E-09,2.42E-08,5.03E-10,1.98E-09,4.99E-07,2.12E-06
2021/12/21, 18:35:36.732,31.637,4.04E-09,2.43E-08,4.39E-10,1.94E-09,5E-07,2.11E-06
2021/12/21, 18:35:38.307,33.212,3.98E-09,2.43E-08,4.06E-10,1.96E-09,5E-07,2.11E-06
2021/12/21, 18:35:39.898,34.803,4.14E-09,2.45E-08,3.62E-10,2.06E-09,5.03E-07,2.12E-06
2021/12/21, 18:35:41.490,36.395,4.08E-09,2.45E-08,4.4E-10,2.05E-09,5E-07,2.12E-06
2021/12/21, 18:35:43.081,37.986,4.07E-09,2.45E-08,3.78E-10,1.93E-09,5.04E-07,2.13E-06
2021/12/21, 18:35:44.656,39.561,4.05E-09,2.45E-08,3.76E-10,2.08E-09,5.01E-07,2.12E-06
2021/12/21, 18:35:46.248,41.153,4.01E-09,2.45E-08,4.33E-10,2E-09,5.02E-07,2.11E-06
2021/12/21, 18:35:47.839,42.744,4.04E-09,2.44E-08,4.47E-10,2.08E-09,5.01E-07,2.11E-06
2021/12/21, 18:35:49.414,44.319,4.02E-09,2.43E-08,4.68E-10,1.95E-09,4.99E-07,2.11E-06
2021/12/21, 18:35:51.006,45.911,4E-09,2.42E-08,5.22E-10,1.98E-09,4.98E-07,2.11E-06
2021/12/21, 18:35:52.597,47.502,4.04E-09,2.42E-08,5.2E-10,1.93E-09,4.96E-07,2.09E-06
2021/12/21, 18:35:54.188,49.093,3.98E-09,2.41E-08,5.48E-10,1.99E-09,4.97E-07,2.1E-06
2021/12/21, 18:35:55.764,50.669,3.96E-09,2.4E-08,5.62E-10,1.93E-09,4.95E-07,2.1E-06
2021/12/21, 18:35:57.355,52.260,4E-09,2.4E-08,5.26E-10,1.97E-09,4.99E-07,2.11E-06
2021/12/21, 18:35:58.930,53.835,4.07E-09,2.4E-08,5.51E-10,2.07E-09,4.96E-07,2.1E-06
2021/12/21, 18:36:00.522,55.427,3.94E-09,2.4E-08,5.35E-10,1.97E-09,4.98E-07,2.1E-06
2021/12/21, 18:36:02.113,57.018,3.97E-09,2.42E-08,5.55E-10,1.98E-09,4.99E-07,2.11E-06
2021/12/21, 18:36:03.688,58.593,3.93E-09,2.42E-08,5.37E-10,1.92E-09,4.99E-07,2.11E-06
2021/12/21, 18:36:05.280,60.185,4.05E-09,2.43E-08,3.69E-10,2.1E-09,5.01E-07,2.13E-06
2021/12/21, 18:36:06.871,61.776,4.08E-09,2.44E-08,3.14E-10,2.06E-09,5E-07,2.12E-06
2021/12/21, 18:36:08.446,63.351,4.13E-09,2.44E-08,3.59E-10,2.08E-09,5.02E-07,2.13E-06
2021/12/21, 18:36:10.038,64.943,3.98E-09,2.45E-08,3.81E-10,2.03E-09,5.03E-07,2.13E-06
2021/12/21, 18:36:11.613,66.518,4.03E-09,2.46E-08,3.78E-10,2.05E-09,5.07E-07,2.14E-06
